gene	method	split	cohort	rarity	n	called	correct	accuracy_all	call_rate	accuracy_called	majority_accuracy
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	ALL	rare_1_to_5_donors	51	30	3	0.058823529411764705	0.5882352941176471	0.1	0.0
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	ALL	unseen	16	11	0	0.0	0.6875	0.0	0.0
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	APR	ALL	105	59	15	0.14285714285714285	0.5619047619047619	0.2542372881355932	0.19047619047619047
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	CPC-Chinese	ALL	115	70	14	0.12173913043478261	0.6086956521739131	0.2	0.2
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	70	35	15	0.21428571428571427	0.5	0.42857142857142855	0.12857142857142856
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	32	15	6	0.1875	0.46875	0.4	0.3125
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	HPRC-Jewish	ALL	2	2	0	0.0	1.0	0.0	0.0
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	359	180	41	0.11420612813370473	0.5013927576601671	0.22777777777777777	0.13649025069637882
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	10	4	1	0.1	0.4	0.25	0.4
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	18	14	1	0.05555555555555555	0.7777777777777778	0.07142857142857142	0.3888888888888889
HLA-DPB1	classII_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	27	12	6	0.2222222222222222	0.4444444444444444	0.5	0.2962962962962963
HLA-DPB1	coding_sequence	leave_cohort_out	ALL	ALL	738	359	325	0.44037940379403795	0.48644986449864497	0.9052924791086351	0.09349593495934959
HLA-DPB1	coding_sequence	leave_cohort_out	ALL	more_than_5_donors	574	298	298	0.519163763066202	0.519163763066202	1.0	0.12020905923344948
HLA-DPB1	coding_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	115	27	27	0.23478260869565218	0.23478260869565218	1.0	0.0
HLA-DPB1	coding_sequence	leave_cohort_out	ALL	unseen	49	34	0	0.0	0.6938775510204082	0.0	0.0
HLA-DPB1	coding_sequence	leave_cohort_out	APR	ALL	105	40	40	0.38095238095238093	0.38095238095238093	1.0	0.19047619047619047
HLA-DPB1	coding_sequence	leave_cohort_out	CPC-Chinese	ALL	115	57	53	0.4608695652173913	0.4956521739130435	0.9298245614035088	0.13043478260869565
HLA-DPB1	coding_sequence	leave_cohort_out	HPRC-EastAsian	ALL	70	50	46	0.6571428571428571	0.7142857142857143	0.92	0.12857142857142856
HLA-DPB1	coding_sequence	leave_cohort_out	HPRC-Japanese	ALL	32	18	18	0.5625	0.5625	1.0	0.0625
HLA-DPB1	coding_sequence	leave_cohort_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DPB1	coding_sequence	leave_cohort_out	HPRC-Rest	ALL	359	163	139	0.3871866295264624	0.45403899721448465	0.852760736196319	0.011142061281337047
HLA-DPB1	coding_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	5	5	0.5	0.5	1.0	0.4
HLA-DPB1	coding_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	3	2	0.1111111111111111	0.16666666666666666	0.6666666666666666	0.3888888888888889
HLA-DPB1	coding_sequence	leave_cohort_out	KPanRef-Korean	ALL	27	23	22	0.8148148148148148	0.8518518518518519	0.9565217391304348	0.2962962962962963
HLA-DPB1	coding_sequence	leave_family_out	ALL	ALL	738	301	292	0.3956639566395664	0.4078590785907859	0.9700996677740864	0.17615176151761516
HLA-DPB1	coding_sequence	leave_family_out	ALL	more_than_5_donors	671	244	244	0.36363636363636365	0.36363636363636365	1.0	0.19374068554396423
HLA-DPB1	coding_sequence	leave_family_out	ALL	rare_1_to_5_donors	51	48	48	0.9411764705882353	0.9411764705882353	1.0	0.0
HLA-DPB1	coding_sequence	leave_family_out	ALL	unseen	16	9	0	0.0	0.5625	0.0	0.0
HLA-DPB1	coding_sequence	leave_family_out	APR	ALL	105	40	40	0.38095238095238093	0.38095238095238093	1.0	0.19047619047619047
HLA-DPB1	coding_sequence	leave_family_out	CPC-Chinese	ALL	115	57	55	0.4782608695652174	0.4956521739130435	0.9649122807017544	0.2
HLA-DPB1	coding_sequence	leave_family_out	HPRC-EastAsian	ALL	70	50	50	0.7142857142857143	0.7142857142857143	1.0	0.12857142857142856
HLA-DPB1	coding_sequence	leave_family_out	HPRC-Japanese	ALL	32	18	18	0.5625	0.5625	1.0	0.3125
HLA-DPB1	coding_sequence	leave_family_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DPB1	coding_sequence	leave_family_out	HPRC-Rest	ALL	359	112	107	0.298050139275766	0.31197771587743733	0.9553571428571429	0.13649025069637882
HLA-DPB1	coding_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	10	5	5	0.5	0.5	1.0	0.4
HLA-DPB1	coding_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	18	3	2	0.1111111111111111	0.16666666666666666	0.6666666666666666	0.3888888888888889
HLA-DPB1	coding_sequence	leave_family_out	KPanRef-Korean	ALL	27	16	15	0.5555555555555556	0.5925925925925926	0.9375	0.2962962962962963
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	ALL	ALL	738	738	689	0.9336043360433605	1.0	0.9336043360433605	0.09349593495934959
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	ALL	more_than_5_donors	574	574	574	1.0	1.0	1.0	0.12020905923344948
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	ALL	rare_1_to_5_donors	115	115	115	1.0	1.0	1.0	0.0
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	ALL	unseen	49	49	0	0.0	1.0	0.0	0.0
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	APR	ALL	105	105	105	1.0	1.0	1.0	0.19047619047619047
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	CPC-Chinese	ALL	115	115	110	0.9565217391304348	1.0	0.9565217391304348	0.13043478260869565
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-EastAsian	ALL	70	70	66	0.9428571428571428	1.0	0.9428571428571428	0.12857142857142856
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-Japanese	ALL	32	32	32	1.0	1.0	1.0	0.0625
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-Rest	ALL	359	359	321	0.8941504178272981	1.0	0.8941504178272981	0.011142061281337047
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.4
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	17	0.9444444444444444	1.0	0.9444444444444444	0.3888888888888889
HLA-DPB1	coding_sequence_all_31mers	leave_cohort_out	KPanRef-Korean	ALL	27	27	26	0.9629629629629629	1.0	0.9629629629629629	0.2962962962962963
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	ALL	ALL	738	738	722	0.978319783197832	1.0	0.978319783197832	0.17615176151761516
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	ALL	more_than_5_donors	671	671	671	1.0	1.0	1.0	0.19374068554396423
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	ALL	rare_1_to_5_donors	51	51	51	1.0	1.0	1.0	0.0
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	ALL	unseen	16	16	0	0.0	1.0	0.0	0.0
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	APR	ALL	105	105	105	1.0	1.0	1.0	0.19047619047619047
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	CPC-Chinese	ALL	115	115	112	0.9739130434782609	1.0	0.9739130434782609	0.2
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	HPRC-EastAsian	ALL	70	70	70	1.0	1.0	1.0	0.12857142857142856
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	HPRC-Japanese	ALL	32	32	32	1.0	1.0	1.0	0.3125
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	HPRC-Rest	ALL	359	359	348	0.9693593314763231	1.0	0.9693593314763231	0.13649025069637882
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.4
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	17	0.9444444444444444	1.0	0.9444444444444444	0.3888888888888889
HLA-DPB1	coding_sequence_all_31mers	leave_family_out	KPanRef-Korean	ALL	27	27	26	0.9629629629629629	1.0	0.9629629629629629	0.2962962962962963
HLA-DPB1	flanks_only	leave_cohort_out	ALL	ALL	738	289	239	0.3238482384823848	0.3915989159891599	0.8269896193771626	0.09349593495934959
HLA-DPB1	flanks_only	leave_cohort_out	ALL	more_than_5_donors	574	173	169	0.29442508710801396	0.30139372822299654	0.976878612716763	0.12020905923344948
HLA-DPB1	flanks_only	leave_cohort_out	ALL	rare_1_to_5_donors	115	81	70	0.6086956521739131	0.7043478260869566	0.8641975308641975	0.0
HLA-DPB1	flanks_only	leave_cohort_out	ALL	unseen	49	35	0	0.0	0.7142857142857143	0.0	0.0
HLA-DPB1	flanks_only	leave_cohort_out	APR	ALL	105	16	15	0.14285714285714285	0.1523809523809524	0.9375	0.19047619047619047
HLA-DPB1	flanks_only	leave_cohort_out	CPC-Chinese	ALL	115	48	45	0.391304347826087	0.41739130434782606	0.9375	0.13043478260869565
HLA-DPB1	flanks_only	leave_cohort_out	HPRC-EastAsian	ALL	70	7	3	0.04285714285714286	0.1	0.42857142857142855	0.12857142857142856
HLA-DPB1	flanks_only	leave_cohort_out	HPRC-Japanese	ALL	32	5	3	0.09375	0.15625	0.6	0.0625
HLA-DPB1	flanks_only	leave_cohort_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DPB1	flanks_only	leave_cohort_out	HPRC-Rest	ALL	359	204	164	0.4568245125348189	0.5682451253481894	0.803921568627451	0.011142061281337047
HLA-DPB1	flanks_only	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	3	3	0.3	0.3	1.0	0.4
HLA-DPB1	flanks_only	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	1	1	0.05555555555555555	0.05555555555555555	1.0	0.3888888888888889
HLA-DPB1	flanks_only	leave_cohort_out	KPanRef-Korean	ALL	27	5	5	0.18518518518518517	0.18518518518518517	1.0	0.2962962962962963
HLA-DPB1	flanks_only	leave_family_out	ALL	ALL	738	158	151	0.2046070460704607	0.2140921409214092	0.9556962025316456	0.17615176151761516
HLA-DPB1	flanks_only	leave_family_out	ALL	more_than_5_donors	671	127	124	0.18479880774962743	0.18926974664679583	0.9763779527559056	0.19374068554396423
HLA-DPB1	flanks_only	leave_family_out	ALL	rare_1_to_5_donors	51	27	27	0.5294117647058824	0.5294117647058824	1.0	0.0
HLA-DPB1	flanks_only	leave_family_out	ALL	unseen	16	4	0	0.0	0.25	0.0	0.0
HLA-DPB1	flanks_only	leave_family_out	APR	ALL	105	15	14	0.13333333333333333	0.14285714285714285	0.9333333333333333	0.19047619047619047
HLA-DPB1	flanks_only	leave_family_out	CPC-Chinese	ALL	115	19	18	0.1565217391304348	0.16521739130434782	0.9473684210526315	0.2
HLA-DPB1	flanks_only	leave_family_out	HPRC-EastAsian	ALL	70	7	7	0.1	0.1	1.0	0.12857142857142856
HLA-DPB1	flanks_only	leave_family_out	HPRC-Japanese	ALL	32	4	3	0.09375	0.125	0.75	0.3125
HLA-DPB1	flanks_only	leave_family_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DPB1	flanks_only	leave_family_out	HPRC-Rest	ALL	359	104	100	0.2785515320334262	0.28969359331476324	0.9615384615384616	0.13649025069637882
HLA-DPB1	flanks_only	leave_family_out	JaSaPaGe-Japanese	ALL	10	3	3	0.3	0.3	1.0	0.4
HLA-DPB1	flanks_only	leave_family_out	JaSaPaGe-Saudi	ALL	18	1	1	0.05555555555555555	0.05555555555555555	1.0	0.3888888888888889
HLA-DPB1	flanks_only	leave_family_out	KPanRef-Korean	ALL	27	5	5	0.18518518518518517	0.18518518518518517	1.0	0.2962962962962963
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	ALL	738	116	110	0.14905149051490515	0.15718157181571815	0.9482758620689655	0.09349593495934959
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	574	36	36	0.0627177700348432	0.0627177700348432	1.0	0.12020905923344948
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	rare_1_to_5_donors	115	74	74	0.6434782608695652	0.6434782608695652	1.0	0.0
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	unseen	49	6	0	0.0	0.12244897959183673	0.0	0.0
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	APR	ALL	105	11	11	0.10476190476190476	0.10476190476190476	1.0	0.19047619047619047
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	115	14	13	0.11304347826086956	0.12173913043478261	0.9285714285714286	0.13043478260869565
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	70	13	9	0.12857142857142856	0.18571428571428572	0.6923076923076923	0.12857142857142856
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	32	2	2	0.0625	0.0625	1.0	0.0625
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	359	70	69	0.19220055710306408	0.19498607242339833	0.9857142857142858	0.011142061281337047
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	4	4	0.4	0.4	1.0	0.4
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	1	1	0.05555555555555555	0.05555555555555555	1.0	0.3888888888888889
HLA-DPB1	gene_bundles_fixed_panel	leave_cohort_out	KPanRef-Korean	ALL	27	1	1	0.037037037037037035	0.037037037037037035	1.0	0.2962962962962963
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	ALL	ALL	738	130	127	0.17208672086720866	0.17615176151761516	0.9769230769230769	0.17615176151761516
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	ALL	more_than_5_donors	671	98	98	0.14605067064083457	0.14605067064083457	1.0	0.19374068554396423
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	ALL	rare_1_to_5_donors	51	29	29	0.5686274509803921	0.5686274509803921	1.0	0.0
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	ALL	unseen	16	3	0	0.0	0.1875	0.0	0.0
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	APR	ALL	105	11	11	0.10476190476190476	0.10476190476190476	1.0	0.19047619047619047
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	CPC-Chinese	ALL	115	14	13	0.11304347826086956	0.12173913043478261	0.9285714285714286	0.2
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	70	13	13	0.18571428571428572	0.18571428571428572	1.0	0.12857142857142856
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	32	2	2	0.0625	0.0625	1.0	0.3125
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	359	84	82	0.22841225626740946	0.233983286908078	0.9761904761904762	0.13649025069637882
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	10	4	4	0.4	0.4	1.0	0.4
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	18	1	1	0.05555555555555555	0.05555555555555555	1.0	0.3888888888888889
HLA-DPB1	gene_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	27	1	1	0.037037037037037035	0.037037037037037035	1.0	0.2962962962962963
HLA-DPB1	gene_content	leave_cohort_out	ALL	ALL	738	80	17	0.023035230352303523	0.10840108401084012	0.2125	0.09349593495934959
HLA-DPB1	gene_content	leave_cohort_out	ALL	more_than_5_donors	574	59	7	0.012195121951219513	0.10278745644599303	0.11864406779661017	0.12020905923344948
HLA-DPB1	gene_content	leave_cohort_out	ALL	rare_1_to_5_donors	115	17	10	0.08695652173913043	0.14782608695652175	0.5882352941176471	0.0
HLA-DPB1	gene_content	leave_cohort_out	ALL	unseen	49	4	0	0.0	0.08163265306122448	0.0	0.0
HLA-DPB1	gene_content	leave_cohort_out	APR	ALL	105	5	1	0.009523809523809525	0.047619047619047616	0.2	0.19047619047619047
HLA-DPB1	gene_content	leave_cohort_out	CPC-Chinese	ALL	115	11	1	0.008695652173913044	0.09565217391304348	0.09090909090909091	0.13043478260869565
HLA-DPB1	gene_content	leave_cohort_out	HPRC-EastAsian	ALL	70	3	1	0.014285714285714285	0.04285714285714286	0.3333333333333333	0.12857142857142856
HLA-DPB1	gene_content	leave_cohort_out	HPRC-Japanese	ALL	32	6	1	0.03125	0.1875	0.16666666666666666	0.0625
HLA-DPB1	gene_content	leave_cohort_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DPB1	gene_content	leave_cohort_out	HPRC-Rest	ALL	359	49	13	0.036211699164345405	0.13649025069637882	0.2653061224489796	0.011142061281337047
HLA-DPB1	gene_content	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	1	0	0.0	0.1	0.0	0.4
HLA-DPB1	gene_content	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	4	0	0.0	0.2222222222222222	0.0	0.3888888888888889
HLA-DPB1	gene_content	leave_cohort_out	KPanRef-Korean	ALL	27	1	0	0.0	0.037037037037037035	0.0	0.2962962962962963
HLA-DPB1	gene_content	leave_family_out	ALL	ALL	738	51	7	0.009485094850948509	0.06910569105691057	0.13725490196078433	0.17615176151761516
HLA-DPB1	gene_content	leave_family_out	ALL	more_than_5_donors	671	46	5	0.007451564828614009	0.06855439642324888	0.10869565217391304	0.19374068554396423
HLA-DPB1	gene_content	leave_family_out	ALL	rare_1_to_5_donors	51	4	2	0.0392156862745098	0.0784313725490196	0.5	0.0
HLA-DPB1	gene_content	leave_family_out	ALL	unseen	16	1	0	0.0	0.0625	0.0	0.0
HLA-DPB1	gene_content	leave_family_out	APR	ALL	105	5	1	0.009523809523809525	0.047619047619047616	0.2	0.19047619047619047
HLA-DPB1	gene_content	leave_family_out	CPC-Chinese	ALL	115	6	1	0.008695652173913044	0.05217391304347826	0.16666666666666666	0.2
HLA-DPB1	gene_content	leave_family_out	HPRC-EastAsian	ALL	70	3	1	0.014285714285714285	0.04285714285714286	0.3333333333333333	0.12857142857142856
HLA-DPB1	gene_content	leave_family_out	HPRC-Japanese	ALL	32	6	1	0.03125	0.1875	0.16666666666666666	0.3125
HLA-DPB1	gene_content	leave_family_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DPB1	gene_content	leave_family_out	HPRC-Rest	ALL	359	25	3	0.008356545961002786	0.06963788300835655	0.12	0.13649025069637882
HLA-DPB1	gene_content	leave_family_out	JaSaPaGe-Japanese	ALL	10	1	0	0.0	0.1	0.0	0.4
HLA-DPB1	gene_content	leave_family_out	JaSaPaGe-Saudi	ALL	18	4	0	0.0	0.2222222222222222	0.0	0.3888888888888889
HLA-DPB1	gene_content	leave_family_out	KPanRef-Korean	ALL	27	1	0	0.0	0.037037037037037035	0.0	0.2962962962962963
HLA-DPB1	gene_sequence	leave_cohort_out	ALL	ALL	738	655	601	0.8143631436314364	0.8875338753387534	0.917557251908397	0.09349593495934959
HLA-DPB1	gene_sequence	leave_cohort_out	ALL	more_than_5_donors	574	500	497	0.8658536585365854	0.8710801393728222	0.994	0.12020905923344948
HLA-DPB1	gene_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	115	107	104	0.9043478260869565	0.9304347826086956	0.9719626168224299	0.0
HLA-DPB1	gene_sequence	leave_cohort_out	ALL	unseen	49	48	0	0.0	0.9795918367346939	0.0	0.0
HLA-DPB1	gene_sequence	leave_cohort_out	APR	ALL	105	90	90	0.8571428571428571	0.8571428571428571	1.0	0.19047619047619047
HLA-DPB1	gene_sequence	leave_cohort_out	CPC-Chinese	ALL	115	95	91	0.7913043478260869	0.8260869565217391	0.9578947368421052	0.13043478260869565
HLA-DPB1	gene_sequence	leave_cohort_out	HPRC-EastAsian	ALL	70	67	63	0.9	0.9571428571428572	0.9402985074626866	0.12857142857142856
HLA-DPB1	gene_sequence	leave_cohort_out	HPRC-Japanese	ALL	32	26	25	0.78125	0.8125	0.9615384615384616	0.0625
HLA-DPB1	gene_sequence	leave_cohort_out	HPRC-Jewish	ALL	2	1	1	0.5	0.5	1.0	0.0
HLA-DPB1	gene_sequence	leave_cohort_out	HPRC-Rest	ALL	359	329	286	0.7966573816155988	0.9164345403899722	0.8693009118541033	0.011142061281337047
HLA-DPB1	gene_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	9	9	0.9	0.9	1.0	0.4
HLA-DPB1	gene_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	12	11	0.6111111111111112	0.6666666666666666	0.9166666666666666	0.3888888888888889
HLA-DPB1	gene_sequence	leave_cohort_out	KPanRef-Korean	ALL	27	26	25	0.9259259259259259	0.9629629629629629	0.9615384615384616	0.2962962962962963
HLA-DPB1	gene_sequence	leave_family_out	ALL	ALL	738	652	634	0.8590785907859079	0.8834688346883469	0.9723926380368099	0.17615176151761516
HLA-DPB1	gene_sequence	leave_family_out	ALL	more_than_5_donors	671	587	583	0.8688524590163934	0.8748137108792846	0.9931856899488927	0.19374068554396423
HLA-DPB1	gene_sequence	leave_family_out	ALL	rare_1_to_5_donors	51	51	51	1.0	1.0	1.0	0.0
HLA-DPB1	gene_sequence	leave_family_out	ALL	unseen	16	14	0	0.0	0.875	0.0	0.0
HLA-DPB1	gene_sequence	leave_family_out	APR	ALL	105	90	90	0.8571428571428571	0.8571428571428571	1.0	0.19047619047619047
HLA-DPB1	gene_sequence	leave_family_out	CPC-Chinese	ALL	115	95	93	0.808695652173913	0.8260869565217391	0.9789473684210527	0.2
HLA-DPB1	gene_sequence	leave_family_out	HPRC-EastAsian	ALL	70	67	67	0.9571428571428572	0.9571428571428572	1.0	0.12857142857142856
HLA-DPB1	gene_sequence	leave_family_out	HPRC-Japanese	ALL	32	26	25	0.78125	0.8125	0.9615384615384616	0.3125
HLA-DPB1	gene_sequence	leave_family_out	HPRC-Jewish	ALL	2	1	1	0.5	0.5	1.0	0.0
HLA-DPB1	gene_sequence	leave_family_out	HPRC-Rest	ALL	359	332	319	0.8885793871866295	0.924791086350975	0.9608433734939759	0.13649025069637882
HLA-DPB1	gene_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	10	9	9	0.9	0.9	1.0	0.4
HLA-DPB1	gene_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	18	12	11	0.6111111111111112	0.6666666666666666	0.9166666666666666	0.3888888888888889
HLA-DPB1	gene_sequence	leave_family_out	KPanRef-Korean	ALL	27	20	19	0.7037037037037037	0.7407407407407407	0.95	0.2962962962962963
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	ALL	ALL	738	731	664	0.8997289972899729	0.9905149051490515	0.908344733242134	0.19647696476964768
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	733	726	664	0.9058663028649386	0.990450204638472	0.9146005509641874	0.19781718963165076
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	ALL	unseen	5	5	0	0.0	1.0	0.0	0.0
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	APR	ALL	106	104	97	0.9150943396226415	0.9811320754716981	0.9326923076923077	0.2641509433962264
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	113	112	101	0.8938053097345132	0.9911504424778761	0.9017857142857143	0.1504424778761062
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	70	68	64	0.9142857142857143	0.9714285714285714	0.9411764705882353	0.18571428571428572
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	32	31	29	0.90625	0.96875	0.9354838709677419	0.1875
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	360	360	320	0.8888888888888888	1.0	0.8888888888888888	0.20555555555555555
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.2
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	16	0.8888888888888888	1.0	0.8888888888888888	0.05555555555555555
HLA-DQA1	classII_bundles_fixed_panel	leave_cohort_out	KPanRef-Korean	ALL	27	26	25	0.9259259259259259	0.9629629629629629	0.9615384615384616	0.14814814814814814
HLA-DQA1	classII_bundles_fixed_panel	leave_family_out	ALL	ALL	738	728	698	0.94579945799458	0.986449864498645	0.9587912087912088	0.19647696476964768
HLA-DQA1	classII_bundles_fixed_panel	leave_family_out	ALL	more_than_5_donors	733	723	696	0.9495225102319236	0.9863574351978172	0.9626556016597511	0.19781718963165076
HLA-DQA1	classII_bundles_fixed_panel	leave_family_out	ALL	rare_1_to_5_donors	4	4	2	0.5	1.0	0.5	0.0
HLA-DQA1	classII_bundles_fixed_panel	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
